"ID_Fahrzeug","ID_T01","Fehlerhaft_Datum_T01","Fehlerhaft_Fahrleistung_T01","ID_T02","Fehlerhaft_Datum_T02","Fehlerhaft_Fahrleistung_T02"
"11-1-11-952011","1-202-2021-1027753",2016-11-09,33294.51,"2-202-2022-1799272",2016-09-09,36034.6849315068
"11-1-12-630889","1-202-2021-1026833",2016-11-07,33294.51,"2-202-2022-1797961",2016-09-08,36117.5232876712
"11-1-11-952037","1-202-2021-1028424",2016-11-10,33361.64,"2-202-2022-1799466",2016-09-10,36117.5232876712
"11-1-11-952139","1-201-2011-1025121",2016-02-26,11408,"2-202-2022-1794838",2016-09-04,35620.4931506849
"11-1-12-631462","1-202-2021-1026545",2016-11-06,33093.13,"2-202-2022-1799767",2016-09-10,36117.5232876712
"11-1-12-631723","1-201-2011-1028979",2016-03-06,11838,"2-202-2022-1802320",2016-09-13,36366.0383561644
"11-1-12-631005","1-202-2021-1028705",2016-11-11,33428.76,"2-201-2011-772750",2016-09-12,36283.2
"11-1-11-952217","1-202-2021-1028301",2016-11-10,33361.64,"2-201-2011-772630",2016-09-12,36283.2
"11-1-11-952305","1-202-2021-1024557",2016-11-02,32824.63,"2-202-2022-1794749",2016-09-03,35537.6547945205
"11-1-11-952483","1-201-2011-1028784",2016-03-05,11790,"2-202-2022-1800928",2016-09-12,36283.2
"11-1-12-631081","1-202-2021-1024918",2016-11-02,32824.63,"2-202-2022-1794560",2016-09-03,35537.6547945205
"11-1-11-952369","1-201-2011-1028066",2016-03-04,11742,"2-201-2011-772044",2016-09-10,36117.5232876712
"11-1-11-952509","1-202-2021-1029372",2016-11-13,33563.01,"2-201-2011-772966",2016-09-13,36366.0383561644
"11-1-12-631098","1-202-2021-1028497",2016-11-11,33428.76,"2-202-2022-1799793",2016-09-10,36117.5232876712
"11-1-11-952548","1-202-2021-1028631",2016-11-11,33428.76,"2-202-2022-1801443",2016-09-12,36283.2
"11-1-11-952428","1-202-2021-1029121",2016-11-12,33495.89,"2-202-2022-1799099",2016-09-09,36034.6849315068
"11-1-11-952587","1-201-2011-1029596",2016-03-07,11885,"2-202-2022-1800189",2016-09-11,36200.3616438356
"11-1-12-631775","1-201-2011-1028559",2016-03-05,11790,"2-202-2022-1800774",2016-09-11,36200.3616438356
"11-1-11-952673","1-201-2011-1028317",2016-03-04,11742,"2-202-2022-1802391",2016-09-13,36366.0383561644
"11-1-11-952687","1-202-2021-1029015",2016-11-12,33495.89,"2-202-2022-1800358",2016-09-11,36200.3616438356
"11-1-11-952699","1-202-2021-1026084",2016-11-05,33026.01,"2-202-2022-1797417",2016-09-07,35869.0082191781
"11-1-11-952704","1-202-2021-1028954",2016-11-12,33495.89,"2-202-2022-1803021",2016-09-14,36448.8767123288
"11-1-11-952892","1-201-2011-1029795",2016-03-08,11933,"2-202-2022-1803161",2016-09-14,36448.8767123288
"11-1-11-952900","1-201-2011-1026582",2016-02-29,11551,"2-202-2022-1795014",2016-09-04,35620.4931506849
"11-1-12-632022","1-201-2011-1027299",2016-03-02,11647,"2-202-2022-1797568",2016-09-07,35869.0082191781
"11-1-11-952943","1-202-2021-1025523",2016-11-04,32958.88,"2-202-2022-1796558",2016-09-06,35786.1698630137
"11-1-11-952968","1-201-2011-1025914",2016-02-28,11503,"2-202-2022-1795645",2016-09-05,35703.3315068493
"11-1-12-632050","1-201-2011-1027358",2016-03-02,11647,"2-202-2022-1799462",2016-09-10,36117.5232876712
"11-1-11-952875","1-202-2021-1026752",2016-11-07,33160.26,"2-201-2011-770362",2016-09-05,35703.3315068493
"11-1-11-953020","1-201-2011-1024093",2016-02-24,11313,"2-202-2022-1792963",2016-09-01,35371.9780821918
"11-1-11-953021","1-201-2011-1029487",2016-03-07,11885,"2-202-2022-1801877",2016-09-13,36366.0383561644
"11-1-11-953299","1-201-2011-1026766",2016-03-01,11599,"2-202-2022-1798292",2016-09-08,35951.8465753425
"11-1-11-953078","1-202-2021-1026925",2016-11-07,33160.26,"2-201-2011-771027",2016-09-07,35869.0082191781
"11-1-11-953098","1-201-2011-1028462",2016-03-05,11790,"2-202-2022-1802068",2016-09-13,36366.0383561644
"11-1-11-953140","1-201-2011-1025955",2016-02-28,11503,"2-202-2022-1796461",2016-09-06,35786.1698630137
"11-1-12-631613","1-201-2011-1028952",2016-03-06,11838,"2-202-2022-1800816",2016-09-11,36200.3616438356
"11-1-11-953188","1-201-2011-1025688",2016-02-27,11456,"2-202-2022-1794188",2016-09-03,35537.6547945205
"11-1-12-631655","1-201-2011-1029021",2016-03-06,11838,"2-202-2022-1801825",2016-09-13,36366.0383561644
"11-1-11-953205","1-201-2011-1026432",2016-02-29,11551,"2-202-2022-1796554",2016-09-06,35786.1698630137
"11-1-12-632287","1-202-2021-1027385",2016-11-08,32824.63,"2-202-2022-1798296",2016-09-08,35454.8164383562
"11-1-11-953407","1-201-2011-1026515",2016-02-29,11551,"2-202-2022-1797090",2016-09-07,35869.0082191781
"11-1-11-953252","1-202-2021-1027053",2016-11-07,33160.26,"2-202-2022-1797829",2016-09-07,35869.0082191781
"11-1-11-953268","1-201-2011-1023925",2016-02-23,11265,"2-202-2022-1794758",2016-09-03,35537.6547945205
"11-1-11-953442","1-202-2021-1025913",2016-11-05,33026.01,"2-201-2011-770644",2016-09-06,35786.1698630137
"11-1-11-953471","1-202-2021-1029338",2016-11-13,33563.01,"2-201-2011-772330",2016-09-11,36200.3616438356
"11-1-12-631821","1-201-2011-1278942",2016-03-09,11981,"2-201-2011-773688",2016-09-15,36531.7150684931
"11-1-12-632329","1-201-2011-1030470",2016-03-09,11694,"2-201-2011-773437",2016-09-14,35951.8465753425
"11-1-12-631842","1-202-2021-1029442",2016-11-13,33563.01,"2-202-2022-1803622",2016-09-15,36531.7150684931
"11-1-12-631852","1-201-2011-1026347",2016-02-29,11551,"2-202-2022-1797370",2016-09-07,35869.0082191781
"11-1-12-631865","1-202-2021-1028285",2016-11-10,33361.64,"2-202-2022-1803097",2016-09-14,36448.8767123288
"11-1-11-953550","1-202-2021-1030615",2016-11-16,33764.39,"2-202-2022-1804872",2016-09-17,36697.3917808219
"11-1-11-953628","1-202-2021-1030047",2016-11-14,33630.14,"2-202-2022-1802832",2016-09-14,36448.8767123288
"11-1-12-631951","1-201-2011-1028747",2016-03-05,11790,"2-202-2022-1799169",2016-09-09,36034.6849315068
"11-1-12-631958","1-202-2021-1026711",2016-11-07,33160.26,"2-202-2022-1799024",2016-09-09,36034.6849315068
"11-1-11-953798","1-201-2011-1029886",2016-03-08,11647,"2-202-2022-1802892",2016-09-14,35951.8465753425
"11-1-12-632571","1-201-2011-1030619",2016-03-10,11647,"2-202-2022-1803661",2016-09-15,35869.0082191781
"11-1-11-953861","1-202-2021-1029125",2016-11-12,33093.13,"2-201-2011-772607",2016-09-12,35786.1698630137
"11-1-11-953887","1-201-2011-1028093",2016-03-04,11456,"2-202-2022-1800826",2016-09-11,35703.3315068493
"11-1-12-632114","1-202-2021-1030003",2016-11-14,33227.38,"2-202-2022-1804194",2016-09-16,36117.5232876712
"11-1-12-632599","1-201-2011-1031181",2016-03-11,11694,"2-201-2011-774289",2016-09-17,36034.6849315068
"11-1-12-632603","1-201-2011-1030782",2016-03-10,11647,"2-202-2022-1804066",2016-09-16,35951.8465753425
"11-1-11-953915","1-201-2011-1030835",2016-03-10,11742,"2-202-2022-1803580",2016-09-15,36034.6849315068
"11-1-11-954137","1-201-2011-1031049",2016-03-10,11647,"2-202-2022-1805041",2016-09-17,36034.6849315068
"11-1-11-954008","1-201-2011-1025749",2016-02-27,11169,"2-201-2011-770356",2016-09-05,35206.301369863
"11-1-11-954011","1-201-2011-1028440",2016-03-05,11503,"2-201-2011-771960",2016-09-10,35620.4931506849
"11-1-11-954169","1-201-2011-1030438",2016-03-09,11599,"2-201-2011-773960",2016-09-16,35951.8465753425
"11-1-12-632229","1-201-2011-1029552",2016-03-07,11599,"2-202-2022-1802690",2016-09-14,35951.8465753425
"11-1-12-632866","1-201-2011-1027945",2016-03-03,11313,"2-202-2022-1797739",2016-09-07,35206.301369863
"11-1-11-954246","1-202-2021-1030818",2016-11-16,33227.38,"2-201-2011-774230",2016-09-17,36034.6849315068
"11-1-11-954509","1-201-2011-1027772",2016-03-03,11313,"2-202-2022-1798696",2016-09-09,35371.9780821918
"11-1-12-632372","1-202-2021-1026836",2016-11-07,32623.25,"2-202-2022-1797352",2016-09-07,35206.301369863
"11-1-12-632382","1-201-2011-1027024",2016-03-01,11217,"2-202-2022-1796855",2016-09-06,35123.4630136986
"11-1-11-954329","1-202-2021-1027436",2016-11-08,32690.38,"2-201-2011-772065",2016-09-10,35454.8164383562
"11-1-11-954354","1-201-2011-1031008",2016-03-10,11647,"2-202-2022-1803299",2016-09-15,35869.0082191781
"11-1-12-632435","1-201-2011-1030752",2016-03-10,11647,"2-202-2022-1805256",2016-09-17,36034.6849315068
"11-1-11-954405","1-201-2011-1030812",2016-03-10,11647,"2-202-2022-1803955",2016-09-15,35869.0082191781
"11-1-11-954410","1-202-2021-1030064",2016-11-14,33093.13,"2-201-2011-774420",2016-09-17,36034.6849315068
"11-1-12-633122","1-202-2021-1029062",2016-11-12,32958.88,"2-202-2022-1801992",2016-09-13,35703.3315068493
"11-1-12-632472","1-201-2011-1030208",2016-03-09,11599,"2-201-2011-774117",2016-09-16,35951.8465753425
"11-1-11-954609","1-201-2011-1027932",2016-03-03,11313,"2-202-2022-1799581",2016-09-10,35454.8164383562
"11-1-11-954499","1-201-2011-1030197",2016-03-09,11599,"2-202-2022-1804515",2016-09-16,35951.8465753425
"11-1-11-954625","1-201-2011-1030831",2016-03-10,11647,"2-201-2011-774652",2016-09-18,36117.5232876712
"11-1-11-954641","1-201-2011-1030351",2016-03-09,11599,"2-202-2022-1804523",2016-09-16,35951.8465753425
"11-1-11-954918","1-202-2021-1031262",2016-11-17,33294.51,"2-202-2022-1806433",2016-09-19,36200.3616438356
"11-1-12-632632","1-201-2011-1028850",2016-03-05,11408,"2-202-2022-1802777",2016-09-14,35786.1698630137
"11-1-11-954697","1-202-2021-1027425",2016-11-08,32690.38,"2-201-2011-771524",2016-09-09,35371.9780821918
"11-1-12-632666","1-201-2011-1031392",2016-03-11,11694,"2-201-2011-774126",2016-09-16,35951.8465753425
"11-1-11-954942","1-202-2021-1031707",2016-11-18,33361.64,"2-202-2022-1806707",2016-09-19,36200.3616438356
"11-1-11-954739","1-202-2021-1028457",2016-11-11,32891.75,"2-202-2022-1802985",2016-09-14,35786.1698630137
"11-1-12-632498","1-201-2011-1029721",2016-03-07,11503,"2-202-2022-1802945",2016-09-14,35786.1698630137
"11-1-12-632733","1-202-2021-1029939",2016-11-14,33093.13,"2-202-2022-1803981",2016-09-15,35869.0082191781
"11-1-11-954839","1-201-2011-1027549",2016-03-03,11313,"2-202-2022-1799826",2016-09-10,35454.8164383562
"11-1-11-954840","1-201-2011-1026958",2016-03-01,11217,"2-201-2011-771112",2016-09-07,35206.301369863
"11-1-11-955019","1-202-2021-1030362",2016-11-15,33160.26,"2-201-2011-774161",2016-09-17,36034.6849315068
"11-1-12-633623","1-201-2011-1028736",2016-03-05,11408,"2-201-2011-773695",2016-09-15,35869.0082191781
"11-1-11-954907","1-201-2011-1029327",2016-03-07,11503,"2-202-2022-1802797",2016-09-14,35786.1698630137
"11-1-12-632886","1-202-2021-1030571",2016-11-15,33160.26,"2-202-2022-1806251",2016-09-18,36117.5232876712
"11-1-12-632910","1-201-2011-1027189",2016-03-02,11265,"2-202-2022-1799249",2016-09-09,35371.9780821918
"11-1-12-632952","1-201-2011-1030903",2016-03-10,11647,"2-201-2011-774724",2016-09-18,36117.5232876712
"11-1-11-955156","1-201-2011-1028997",2016-03-06,11456,"2-201-2011-772795",2016-09-12,35620.4931506849
"11-1-11-955186","1-202-2021-1030637",2016-11-16,33227.38,"2-202-2022-1804123",2016-09-16,35951.8465753425
"11-1-12-632985","1-202-2021-1029391",2016-11-13,33026.01,"2-202-2022-1801420",2016-09-12,35620.4931506849
"11-1-11-955198","1-202-2021-1029275",2016-11-12,32958.88,"2-201-2011-772802",2016-09-12,35620.4931506849
"11-1-12-632998","1-202-2021-1031428",2016-11-17,33294.51,"2-202-2022-1806380",2016-09-19,36200.3616438356
"11-1-11-955226","1-201-2011-1031756",2016-03-12,11742,"2-202-2022-1806153",2016-09-18,36117.5232876712
"11-1-12-633011","1-202-2021-1032179",2016-11-19,33428.76,"2-202-2022-1806211",2016-09-18,36117.5232876712
"11-1-11-955268","1-201-2011-1030648",2016-03-10,11647,"2-202-2022-1804307",2016-09-16,35951.8465753425
"11-1-12-633046","1-202-2021-1030471",2016-11-15,33160.26,"2-202-2022-1803890",2016-09-15,35869.0082191781
"11-1-11-955509","1-202-2021-1028841",2016-11-11,32891.75,"2-202-2022-1801289",2016-09-12,35620.4931506849
"11-1-11-955533","1-202-2021-1031469",2016-11-17,33294.51,"2-201-2011-775673",2016-09-21,36366.0383561644
"11-1-11-955761","1-201-2011-1031837",2016-03-12,11742,"2-202-2022-1805006",2016-09-17,36034.6849315068
"11-1-11-955559","1-202-2021-1031476",2016-11-17,33294.51,"2-202-2022-1806971",2016-09-19,36200.3616438356
"11-1-11-955565","1-201-2011-1027853",2016-03-03,11313,"2-202-2022-1800593",2016-09-11,35537.6547945205
"11-1-12-633231","1-202-2021-1030763",2016-11-16,33227.38,"2-201-2011-773990",2016-09-16,35951.8465753425
"11-1-11-955791","1-201-2011-1032779",2016-03-14,11838,"2-202-2022-1808317",2016-09-21,36366.0383561644
"11-1-12-633248","1-202-2021-1028193",2016-11-10,32824.63,"2-202-2022-1799118",2016-09-09,35371.9780821918
"11-1-11-956131","1-201-2011-1032489",2016-03-14,11838,"2-202-2022-1808983",2016-09-22,36448.8767123288
"11-1-12-633288","1-202-2021-1028729",2016-11-11,32891.75,"2-201-2011-772408",2016-09-11,35537.6547945205
"11-1-11-955832","1-202-2021-1028524",2016-11-11,32891.75,"2-202-2022-1800494",2016-09-11,35537.6547945205
"11-1-11-955710","1-202-2021-1029127",2016-11-12,32958.88,"2-202-2022-1801506",2016-09-12,35620.4931506849
"11-1-11-956145","1-201-2011-1029743",2016-03-08,11551,"2-202-2022-1804752",2016-09-17,36034.6849315068
"11-1-11-955870","1-202-2021-1032729",2016-11-20,33495.89,"2-202-2022-1806730",2016-09-19,36200.3616438356
"11-1-11-955887","1-202-2021-1032113",2016-11-19,33428.76,"2-202-2022-1807909",2016-09-21,36366.0383561644
"11-1-12-633318","1-201-2011-1031493",2016-03-12,11742,"2-202-2022-1806192",2016-09-18,36117.5232876712
"11-1-11-955890","1-202-2021-1028231",2016-11-10,32824.63,"2-202-2022-1800997",2016-09-12,35620.4931506849
"11-1-12-633448","1-201-2011-1030923",2016-03-10,11647,"2-201-2011-773488",2016-09-15,35869.0082191781
"11-1-12-633458","1-201-2011-1032540",2016-03-14,11838,"2-202-2022-1808503",2016-09-21,36366.0383561644
"11-1-11-956172","1-202-2021-1032202",2016-11-19,33428.76,"2-201-2011-775985",2016-09-22,36448.8767123288
"11-1-12-633464","1-201-2011-1029362",2016-03-07,11503,"2-202-2022-1801578",2016-09-12,35620.4931506849
"11-1-12-633477","1-202-2021-1028495",2016-11-11,32891.75,"2-201-2011-772205",2016-09-11,35537.6547945205
"11-1-12-633485","1-201-2011-1028173",2016-03-04,11360,"2-202-2022-1800396",2016-09-11,35537.6547945205
"11-1-11-955970","1-202-2021-1028905",2016-11-12,32958.88,"2-202-2022-1802236",2016-09-13,35703.3315068493
"11-1-11-955990","1-202-2021-1028414",2016-11-10,32824.63,"2-201-2011-772466",2016-09-11,35537.6547945205
"11-1-12-633503","1-201-2011-1029815",2016-03-08,11551,"2-201-2011-773408",2016-09-14,35786.1698630137
"11-1-11-956016","1-202-2021-1028989",2016-11-12,32958.88,"2-202-2022-1801864",2016-09-13,35703.3315068493
"11-1-11-956214","1-202-2021-1029613",2016-11-13,33026.01,"2-202-2022-1801836",2016-09-13,35703.3315068493
"11-1-11-956039","1-201-2011-1032531",2016-03-14,11838,"2-202-2022-1806734",2016-09-19,36200.3616438356
"11-1-11-956234","1-201-2011-1031699",2016-03-12,11742,"2-202-2022-1807930",2016-09-21,36366.0383561644
"11-1-12-634492","1-201-2011-1030805",2016-03-10,11408,"2-201-2011-774595",2016-09-18,35703.3315068493
"11-1-12-633558","1-201-2011-1031869",2016-03-12,11742,"2-202-2022-1807590",2016-09-20,36283.2
"11-1-11-956272","1-201-2011-1028493",2016-03-05,11408,"2-202-2022-1803214",2016-09-14,35786.1698630137
"11-1-12-633701","1-202-2021-1031616",2016-11-18,33361.64,"2-202-2022-1806917",2016-09-19,36200.3616438356
"11-1-12-633702","1-202-2021-1031576",2016-11-18,33361.64,"2-201-2011-775210",2016-09-20,36283.2
"11-1-11-956568","1-201-2011-1031211",2016-03-11,11503,"2-202-2022-1805483",2016-09-17,35703.3315068493
"11-1-11-956301","1-201-2011-1030167",2016-03-08,11551,"2-202-2022-1803057",2016-09-14,35786.1698630137
"11-1-11-956365","1-201-2011-1033420",2016-03-16,11933,"2-201-2011-775603",2016-09-21,36366.0383561644
"11-1-12-633782","1-201-2011-1029787",2016-03-08,11551,"2-202-2022-1802295",2016-09-13,35703.3315068493
"11-1-11-956954","1-201-2011-1030104",2016-03-08,11313,"2-202-2022-1803755",2016-09-15,35454.8164383562
"11-1-11-956452","1-201-2011-1032841",2016-03-15,11885,"2-202-2022-1808663",2016-09-22,36448.8767123288
"11-1-11-956472","1-201-2011-1031419",2016-03-11,11694,"2-202-2022-1803857",2016-09-15,35869.0082191781
"11-1-11-956490","1-201-2011-1032136",2016-03-13,11790,"2-202-2022-1809286",2016-09-22,36448.8767123288
"11-1-12-633998","1-202-2021-1030155",2016-11-14,32891.75,"2-202-2022-1802749",2016-09-14,35537.6547945205
"11-1-12-634753","1-201-2011-1033996",2016-03-17,11503,"2-201-2011-776679",2016-09-24,35786.1698630137
"11-1-12-634093","1-201-2011-1031037",2016-03-10,11503,"2-202-2022-1802935",2016-09-14,35537.6547945205
"11-1-11-957356","1-202-2021-1032123",2016-11-19,32757.5,"2-202-2022-1807360",2016-09-20,35454.8164383562
"11-1-11-956876","1-202-2021-1033802",2016-11-23,33361.64,"2-201-2011-775825",2016-09-22,36034.6849315068
"11-1-12-634254","1-202-2021-1029511",2016-11-13,32690.38,"2-201-2011-773398",2016-09-14,35371.9780821918
"11-1-12-634176","1-202-2021-1030494",2016-11-15,32958.88,"2-202-2022-1804395",2016-09-16,35703.3315068493
"11-1-11-957124","1-201-2011-1033194",2016-03-15,11647,"2-202-2022-1809335",2016-09-22,36034.6849315068
"11-1-11-957129","1-202-2021-1032970",2016-11-21,33160.26,"2-202-2022-1809684",2016-09-23,36034.6849315068
"11-1-12-634286","1-202-2021-1031038",2016-11-16,32891.75,"2-202-2022-1803721",2016-09-15,35454.8164383562
"11-1-12-634296","1-202-2021-1031336",2016-11-17,32958.88,"2-202-2022-1804829",2016-09-17,35620.4931506849
"11-1-11-957155","1-202-2021-1033118",2016-11-21,33160.26,"2-202-2022-1809678",2016-09-23,36034.6849315068
"11-1-12-635199","1-201-2011-1031465",2016-03-11,11169,"2-202-2022-1806754",2016-09-19,35289.1397260274
"11-1-11-957204","1-202-2021-1033733",2016-11-23,33294.51,"2-201-2011-776178",2016-09-23,36034.6849315068
"11-1-11-957208","1-201-2011-1033327",2016-03-16,11647,"2-202-2022-1808920",2016-09-22,35951.8465753425
"11-1-11-957218","1-201-2011-1031335",2016-03-11,11408,"2-202-2022-1803618",2016-09-15,35371.9780821918
"11-1-11-957447","1-201-2011-1034550",2016-03-18,11503,"2-202-2022-1810318",2016-09-24,35703.3315068493
"11-1-12-634390","1-202-2021-1030010",2016-11-14,32757.5,"2-202-2022-1802262",2016-09-13,35289.1397260274
"11-1-12-635002","1-202-2021-1031209",2016-11-17,32556.12,"2-202-2022-1806108",2016-09-18,35206.301369863
"11-1-12-634434","1-202-2021-1029144",2016-11-12,32623.25,"2-201-2011-773203",2016-09-14,35371.9780821918
"11-1-12-635009","1-202-2021-1031675",2016-11-18,32623.25,"2-201-2011-774419",2016-09-17,35123.4630136986
"11-1-12-634536","1-201-2011-1029778",2016-03-08,11265,"2-202-2022-1802884",2016-09-14,35289.1397260274
"11-1-12-634566","1-201-2011-1030628",2016-03-10,11169,"2-202-2022-1805248",2016-09-17,35206.301369863
"11-1-11-957536","1-202-2021-1033432",2016-11-22,32891.75,"2-201-2011-775921",2016-09-22,35537.6547945205
"11-1-12-634573","1-201-2011-1031219",2016-03-11,11217,"2-202-2022-1805939",2016-09-18,35289.1397260274
"11-1-12-634614","1-202-2021-1034356",2016-11-24,33093.13,"2-202-2022-1810615",2016-09-24,35786.1698630137
"11-1-12-634618","1-202-2021-1035295",2016-11-26,33227.38,"2-202-2022-1811115",2016-09-25,35869.0082191781
"11-1-11-957814","1-201-2011-1035331",2016-03-20,11599,"2-202-2022-1812929",2016-09-27,35951.8465753425
"11-1-11-957675","1-201-2011-1033576",2016-03-16,11408,"2-202-2022-1810299",2016-09-24,35703.3315068493
"11-1-12-634665","1-201-2011-1034351",2016-03-18,11551,"2-202-2022-1811069",2016-09-25,35869.0082191781
"11-1-11-957685","1-202-2021-1034485",2016-11-24,33026.01,"2-202-2022-1811907",2016-09-26,35869.0082191781
"11-1-12-634683","1-201-2011-1033307",2016-03-16,11456,"2-201-2011-775512",2016-09-21,35537.6547945205
"11-1-11-957706","1-201-2011-1031209",2016-03-11,11169,"2-202-2022-1803457",2016-09-15,34957.7863013699
"11-1-11-957721","1-201-2011-1033916",2016-03-17,11456,"2-202-2022-1809103",2016-09-22,35537.6547945205
"11-1-12-634711","1-201-2011-1034768",2016-03-19,11599,"2-202-2022-1811574",2016-09-25,35869.0082191781
"11-1-12-634717","1-201-2011-1030529",2016-03-09,11122,"2-202-2022-1804037",2016-09-16,35123.4630136986
"11-1-11-957897","1-202-2021-1031544",2016-11-18,32623.25,"2-202-2022-1806308",2016-09-19,35289.1397260274
"11-1-11-957901","1-201-2011-1034320",2016-03-18,11503,"2-202-2022-1810160",2016-09-24,35703.3315068493
"11-1-12-635263","1-201-2011-1032212",2016-03-13,11265,"2-201-2011-774484",2016-09-18,35206.301369863
"11-1-12-634799","1-201-2011-1033338",2016-03-16,11408,"2-201-2011-776524",2016-09-24,35703.3315068493
"11-1-11-957935","1-202-2021-1034173",2016-11-24,33026.01,"2-202-2022-1810538",2016-09-24,35703.3315068493
"11-1-12-634834","1-201-2011-1035328",2016-03-20,11599,"2-201-2011-777195",2016-09-26,35869.0082191781
"11-1-11-957984","1-201-2011-1034780",2016-03-19,11551,"2-201-2011-777395",2016-09-26,35869.0082191781
"11-1-11-958013","1-201-2011-1034892",2016-03-19,11551,"2-201-2011-777105",2016-09-26,35869.0082191781
"11-1-12-635496","1-201-2011-1034819",2016-03-19,11551,"2-202-2022-1811448",2016-09-25,35786.1698630137
"11-1-12-634873","1-201-2011-1031265",2016-03-11,11169,"2-202-2022-1806219",2016-09-18,35206.301369863
"11-1-12-635505","1-202-2021-1033178",2016-11-21,32824.63,"2-202-2022-1809298",2016-09-22,35537.6547945205
"11-1-12-634931","1-202-2021-1031710",2016-11-18,32623.25,"2-202-2022-1805916",2016-09-18,35206.301369863
"11-1-12-635515","1-201-2011-1033489",2016-03-16,11408,"2-201-2011-776135",2016-09-23,35620.4931506849
"11-1-11-958145","1-201-2011-1030516",2016-03-09,11074,"2-202-2022-1804100",2016-09-16,35040.6246575342
"11-1-11-958284","1-202-2021-1032351",2016-11-19,32690.38,"2-202-2022-1805991",2016-09-18,35206.301369863
"11-1-12-635046","1-202-2021-1029654",2016-11-13,32287.62,"2-202-2022-1804488",2016-09-16,35040.6246575342
"11-1-11-958338","1-202-2021-1034510",2016-11-24,33026.01,"2-202-2022-1812980",2016-09-27,35951.8465753425
"11-1-11-958573","1-202-2021-1032999",2016-11-21,32824.63,"2-202-2022-1806640",2016-09-19,35289.1397260274
"11-1-12-635105","1-201-2011-1034831",2016-03-19,11551,"2-202-2022-1812840",2016-09-27,35951.8465753425
"11-1-12-635111","1-201-2011-1031829",2016-03-12,11217,"2-202-2022-1805693",2016-09-18,35206.301369863
"11-1-11-958491","1-201-2011-1032364",2016-03-13,11265,"2-202-2022-1805177",2016-09-17,35123.4630136986
"11-1-11-958539","1-201-2011-1035413",2016-03-20,11599,"2-202-2022-1813138",2016-09-27,35951.8465753425
"11-1-12-635824","1-202-2021-1035741",2016-11-27,33227.38,"2-202-2022-1812739",2016-09-27,35951.8465753425
"11-1-11-958687","1-202-2021-1031491",2016-11-18,32623.25,"2-202-2022-1806355",2016-09-19,35289.1397260274
"11-1-11-958702","1-202-2021-1033990",2016-11-23,32958.88,"2-202-2022-1810797",2016-09-24,35703.3315068493
"11-1-12-636028","1-202-2021-1280611",2016-11-29,33294.51,"2-202-2022-1816706",2016-10-02,36283.2
"11-1-11-958704","1-202-2021-1033240",2016-11-21,32824.63,"2-202-2022-1808421",2016-09-21,35454.8164383562
"11-1-12-635316","1-202-2021-1031442",2016-11-17,32556.12,"2-202-2022-1807153",2016-09-20,35371.9780821918
"11-1-12-635846","1-201-2011-1033747",2016-03-17,11456,"2-201-2011-775923",2016-09-22,35537.6547945205
"11-1-12-635348","1-202-2021-1035385",2016-11-26,33160.26,"2-201-2011-776798",2016-09-25,35786.1698630137
"11-1-11-959017","1-202-2021-1035706",2016-11-27,33160.26,"2-202-2022-1811451",2016-09-25,35703.3315068493
"11-1-11-959020","1-201-2011-1036685",2016-03-23,11694,"2-202-2022-1813554",2016-09-28,35951.8465753425
"11-1-12-635191","1-202-2021-1029775",2016-11-14,32354.75,"2-202-2022-1803546",2016-09-15,34957.7863013699
"11-1-12-636639","1-201-2011-1033110",2016-03-15,11265,"2-202-2022-1809565",2016-09-23,35454.8164383562
"11-1-11-959030","1-202-2021-1033656",2016-11-22,32824.63,"2-201-2011-776340",2016-09-23,35537.6547945205
"11-1-12-635381","1-202-2021-1032736",2016-11-20,32757.5,"2-202-2022-1806018",2016-09-18,35206.301369863
"11-1-11-958844","1-202-2021-1035567",2016-11-27,33227.38,"2-202-2022-1813430",2016-09-28,36034.6849315068
"11-1-11-959046","1-201-2011-1035094",2016-03-20,11551,"2-202-2022-1812057",2016-09-26,35786.1698630137
"11-1-11-958868","1-201-2011-1034694",2016-03-19,11551,"2-202-2022-1812019",2016-09-26,35869.0082191781
"11-1-12-636067","1-201-2011-1036093",2016-03-22,11647,"2-202-2022-1816243",2016-10-01,36200.3616438356
"11-1-11-958869","1-202-2021-1032087",2016-11-19,32690.38,"2-202-2022-1807918",2016-09-21,35454.8164383562
"11-1-11-959096","1-202-2021-1032419",2016-11-20,32690.38,"2-202-2022-1807341",2016-09-20,35289.1397260274
"11-1-12-636093","1-201-2011-1035689",2016-03-21,11599,"2-202-2022-1814696",2016-09-29,36034.6849315068
"11-1-12-636374","1-201-2011-1033901",2016-03-17,11408,"2-202-2022-1809499",2016-09-23,35537.6547945205
"11-1-12-636100","1-202-2021-1036071",2016-11-28,33227.38,"2-202-2022-1814905",2016-09-30,36117.5232876712
"11-1-12-636376","1-201-2011-1036264",2016-03-22,11647,"2-201-2011-778252",2016-09-29,36034.6849315068
"11-1-11-959137","1-201-2011-1035313",2016-03-20,11551,"2-202-2022-1812473",2016-09-27,35869.0082191781
"11-1-11-959245","1-201-2011-1032835",2016-03-15,11313,"2-202-2022-1809149",2016-09-22,35454.8164383562
"11-1-11-959260","1-202-2021-1033403",2016-11-22,32824.63,"2-202-2022-1807987",2016-09-21,35371.9780821918
"11-1-11-959451","1-202-2021-1033328",2016-11-22,32824.63,"2-201-2011-775235",2016-09-20,35289.1397260274
